,camis,std_dba,building,street,boro,cuisine,insp_type,ts,grade,score,lat,long,county,year,tt_a,tt_b,tt_c
591,40379566,LONDON LENNIES,6388,Woodhaven Boulevard,Queens,Seafood,Cycle Inspection / Re-inspection,2022-03-30,A,9.0,40.72219742993,-73.86724509918,Queens,2022,A,,
593,40379580,COOPER TOWN DINER,339,1 Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2021-12-02,C,63.0,40.734752957401,-73.979948414333,New York,2021,,,C
605,40379662,MEZZALUNA,1295,Third Avenue,Manhattan,Italian,Cycle Inspection / Re-inspection,2019-09-30,A,9.0,40.771283054919,-73.959466777028,New York,2019,A,,
607,40379746,RESTUARANT NIPPON,155,East 52 Street,Manhattan,Japanese,Cycle Inspection / Re-inspection,2019-02-14,A,4.0,40.757510580115,-73.970881478995,New York,2019,A,,
609,40379920,E A T CAFE,1064,Madison Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2023-01-31,B,21.0,40.777371576876,-73.961365877573,New York,2023,,B,
617,40380253,RIVERDALE DINER,3657,Kingsbridge Avenue,Bronx,American,Cycle Inspection / Re-inspection,2022-02-17,A,10.0,40.885006299201,-73.901272221935,Bronx,2022,A,,
619,40380432,THE BITTER END,147,Bleecker Street,Manhattan,American,Cycle Inspection / Re-inspection,2022-05-04,A,12.0,40.728219421756,-73.999256753632,New York,2022,A,,
622,40380457,ARRIBA ARRIBA,762,9 Avenue,Manhattan,Mexican,Cycle Inspection / Re-inspection,2022-08-02,B,21.0,40.76419717623,-73.988415675015,New York,2022,,B,
625,40380464,GEIDO RESTAURANT,331,Flatbush Avenue,Brooklyn,Japanese,Cycle Inspection / Re-inspection,2020-03-13,A,12.0,40.677792033642,-73.972899309836,Kings,2020,A,,
627,40380517,BARNEY GREENGRASS,541,Amsterdam Avenue,Manhattan,Jewish/Kosher,Cycle Inspection / Re-inspection,2022-03-02,A,4.0,40.787824607234,-73.974894696743,New York,2022,A,,
632,40380628,PISA PIZZERIA,6568,Myrtle Avenue,Queens,Pizza,Cycle Inspection / Re-inspection,2022-03-09,A,13.0,40.70131289975,-73.888255235301,Queens,2022,A,,
635,40380657,PETES CLAM STOP,1320,Surf Avenue,Brooklyn,American,Cycle Inspection / Re-inspection,2018-08-22,A,11.0,40.575528666625,-73.981850250554,Kings,2018,A,,
637,40380660,BURRITO LOCO,166,West 4 Street,Manhattan,Tex-Mex,Cycle Inspection / Re-inspection,2019-06-18,A,9.0,40.732012681351,-74.001403589122,New York,2019,A,,
641,40380996,SMILING PIZZA,323,7 Avenue,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2022-02-10,A,7.0,40.667061653915,-73.981414315334,Kings,2022,A,,
644,40381210,SYMPOSIUM GREEK RESTAURANT,544,West 113 Street,Manhattan,Greek,Cycle Inspection / Re-inspection,2022-12-08,A,10.0,40.805489642083,-73.963946663755,New York,2022,A,,
646,40381551,CLARKS RESTAURANT,80,Clark Street,Brooklyn,American,Cycle Inspection / Re-inspection,2022-08-12,A,12.0,40.697510750407,-73.993259780796,Kings,2022,A,,
648,40382057,DYKER BEACH GOLF GRILL ROOM,1020,86Th Street,Brooklyn,American,Cycle Inspection / Re-inspection,2023-01-04,A,5.0,40.617715737743,-74.019994680554,Kings,2023,A,,
649,40383033,OSULLIVANS PUB,8902,3 Avenue,Brooklyn,American,Cycle Inspection / Re-inspection,2018-02-28,A,9.0,40.621275753257,-74.031962223372,Kings,2018,A,,
651,40383067,RUSSIAN TURKISH BATHS,268,East 10 Street,Manhattan,Russian,Cycle Inspection / Re-inspection,2022-09-01,A,10.0,40.728344489977,-73.983453717052,New York,2022,A,,
656,40383496,THE GROTTO PIZZA,69,New Street,Manhattan,Pizza,Cycle Inspection / Re-inspection,2023-02-28,A,11.0,40.705500307697,-74.012396426249,New York,2023,A,,
658,40383511,BRANDYS PIANO BAR,235,East 84 Street,Manhattan,American,Cycle Inspection / Re-inspection,2019-09-24,A,11.0,40.777135582011,-73.954061663781,New York,2019,A,,
661,40383737,CANLONS RESTAURANT,1825,North Railroad Avenue,Staten Island,Italian,Cycle Inspection / Re-inspection,2019-07-31,A,10.0,40.565128564811,-74.126704510879,Richmond,2019,A,,
663,40383825,RUSSIAN SAMOVAR,256,West 52 Street,Manhattan,Russian,Cycle Inspection / Re-inspection,2019-08-29,B,22.0,40.763104258677,-73.984192295536,New York,2019,,B,
669,40383945,PIZZA D ORO,3115,Victory Boulevard,Staten Island,Pizza,Cycle Inspection / Re-inspection,2020-01-13,A,10.0,40.607038390706,-74.163792577979,Richmond,2020,A,,
671,40384188,LA MELA RESTAURANT,167,Mulberry Street,Manhattan,Italian,Cycle Inspection / Re-inspection,2022-12-29,A,11.0,40.719910978144,-73.997077892142,New York,2022,A,,
675,40384458,DREAM PIZZA,37-67,Junction Boulevard,Queens,Pizza,Cycle Inspection / Re-inspection,2023-03-01,A,10.0,40.750340064517,-73.870112251068,Queens,2023,A,,
677,40384528,VESELKA RESTAURANT,144,Second Avenue,Manhattan,Eastern European,Cycle Inspection / Re-inspection,2022-03-02,A,12.0,40.729086067436,-73.987303310071,New York,2022,A,,
679,40384575,WHITE CASTLE,900,Pennsylvania Avenue,Brooklyn,Hamburgers,Cycle Inspection / Re-inspection,2021-08-05,A,10.0,40.655854225219,-73.888598374474,Kings,2021,A,,
681,40384662,J R PIZZA,1916,Kings Highway,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2022-03-03,A,0.0,40.6103551181,-73.954385766547,Kings,2022,A,,
685,40384671,CHEZ JOSEPHINE,414,West 42 Street,Manhattan,French,Cycle Inspection / Re-inspection,2022-07-21,C,40.0,40.758705305754,-73.993325757553,New York,2022,,,C
692,40385057,CAPPUCCINO CAFE,7721,3 Avenue,Brooklyn,American,Cycle Inspection / Re-inspection,2016-10-12,A,6.0,40.629799231638,-74.028457339077,Kings,2016,A,,
694,40385161,AUTOMATIC SLIMS,733,Washington Street,Manhattan,American,Cycle Inspection / Re-inspection,2019-12-17,A,12.0,40.736299712402,-74.008292175149,New York,2019,A,,
700,40385461,CLOISTER CAFE,238,East 9 Street,Manhattan,American,Cycle Inspection / Re-inspection,2018-11-05,A,5.0,40.729566493614,-73.988165545795,New York,2018,A,,
706,40385580,LATTANZI,361,West 46 Street,Manhattan,Italian,Cycle Inspection / Re-inspection,2019-09-24,A,10.0,40.760486373348,-73.989560612596,New York,2019,A,,
708,40385587,ISLAND,1305,Madison Avenue,Manhattan,Seafood,Cycle Inspection / Re-inspection,2022-03-08,A,12.0,40.784953325549,-73.95580762231,New York,2022,A,,
715,40385774,PARK PLAZA RESTAURANT,220,Cadman Plaza West,Brooklyn,American,Cycle Inspection / Re-inspection,2023-03-03,C,45.0,40.697845490794,-73.991434937772,Kings,2023,,,C
725,40385852,SAMS PLACE,132,East 39 Street,Manhattan,Italian,Cycle Inspection / Re-inspection,2019-09-04,A,12.0,40.749428690995,-73.977201029562,New York,2019,A,,
728,40385885,HUNTERS STEAK ALE HOUSE,9404,Fourth Avenue,Brooklyn,Steakhouse,Cycle Inspection / Re-inspection,2022-03-01,A,0.0,40.616568737775,-74.030904594135,Kings,2022,A,,
736,40386001,PRIMOLA RESTAURANT,1226,Second Avenue,Manhattan,Italian,Cycle Inspection / Re-inspection,2019-09-16,B,21.0,40.763930686163,-73.96190436458,New York,2019,,B,
740,40386147,JACKS FIRE DEPARTMENT,39-46,Skillman Avenue,Queens,American,Cycle Inspection / Re-inspection,2023-02-10,A,13.0,40.747270498043,-73.924206797203,Queens,2023,A,,
743,40386425,TASTYS,58-02,Myrtle Avenue,Queens,American,Cycle Inspection / Re-inspection,2022-02-28,A,8.0,40.700476771433,-73.901340978825,Queens,2022,A,,
745,40386556,WESTSIDE RESTAURANT,2020,Broadway,Manhattan,American,Cycle Inspection / Re-inspection,2022-01-10,A,7.0,40.776410532869,-73.982123853828,New York,2022,A,,
747,40386612,WHITE CASTLE,21317,Northern Boulevard,Queens,Hamburgers,Cycle Inspection / Re-inspection,2022-09-02,A,3.0,40.760135659759,-73.770031208298,Queens,2022,A,,
748,40386619,PERIYALI,35,West 20 Street,Manhattan,Greek,Cycle Inspection / Re-inspection,2019-04-24,A,5.0,40.740205545887,-73.992205329697,New York,2019,A,,
750,40386672,FRANKS SOUP BOWL,3580,Bronxwood Avenue,Bronx,Caribbean,Cycle Inspection / Re-inspection,2022-11-09,B,27.0,40.877302301449,-73.85949224606,Bronx,2022,,B,
754,40386747,ARNO RISTORANTE,141,West 38 Street,Manhattan,Italian,Cycle Inspection / Re-inspection,2022-02-01,A,11.0,40.753072597163,-73.987728232469,New York,2022,A,,
758,40386837,WHITE CASTLE,3101,Atlantic Avenue,Brooklyn,Hamburgers,Cycle Inspection / Re-inspection,2022-08-08,A,13.0,40.67900429349,-73.880999193011,Kings,2022,A,,
764,40386976,LUPES EAST L A KITCHEN,110,Avenue Of The Americas,Manhattan,Mexican,Cycle Inspection / Re-inspection,2022-02-11,A,0.0,40.723679483636,-74.004718930915,New York,2022,A,,
767,40387243,JIMMY MAX RESTAURANT,280,Watchogue Road,Staten Island,American,Cycle Inspection / Re-inspection,2023-01-19,B,26.0,40.616137572684,-74.138702432478,Richmond,2023,,B,
777,40387399,ARTUROS PIZZA,5189A,Broadway,Bronx,Pizza,Cycle Inspection / Re-inspection,2022-03-10,A,10.0,40.874377748672,-73.910121843831,Bronx,2022,A,,
780,40387528,WALNUT BUS STOP,881,East 134 Street,Bronx,American,Cycle Inspection / Re-inspection,2019-04-01,A,9.0,40.800344346175,-73.910670067703,Bronx,2019,A,,
782,40387825,GREEN PAVILION RESTAURANT SPORTS LOUNGE,4307,18 Avenue,Brooklyn,American,Cycle Inspection / Re-inspection,2022-12-07,B,19.0,40.631158973819,-73.976258045427,Kings,2022,,B,
785,40388091,MASAWA,1239,Amsterdam Avenue,Manhattan,Ethiopian,Cycle Inspection / Re-inspection,2020-03-16,A,11.0,40.809898713071,-73.95878570577,New York,2020,A,,
788,40388218,WALKERS RESTAURANT,16,North Moore Street,Manhattan,American,Cycle Inspection / Re-inspection,2023-02-23,B,22.0,40.719790027412,-74.007074374166,New York,2023,,B,
794,40388260,AMNON KOSHER PIZZA,4814,13 Avenue,Brooklyn,Jewish/Kosher,Cycle Inspection / Re-inspection,2022-09-23,A,12.0,40.635440249608,-73.991695185257,Kings,2022,A,,
796,40388321,COWGIRL HALL OF FAME,519,Hudson Street,Manhattan,Tex-Mex,Cycle Inspection / Re-inspection,2019-11-15,B,19.0,40.733840531071,-74.006285654455,New York,2019,,B,
799,40388419,FAMOUS FAMIGLIA PIZZERIA,2859,Broadway,Manhattan,Pizza,Cycle Inspection / Re-inspection,2022-03-17,C,29.0,40.804776710519,-73.966258832618,New York,2022,,,C
806,40388578,DIVE BAR,732,Amsterdam Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2022-11-14,A,13.0,40.793831831,-73.970536878988,New York,2022,A,,
809,40388640,THE CORNELL CENTER OF NEW YORK,6,East 44 Street,Manhattan,American,Cycle Inspection / Re-inspection,2021-08-19,A,2.0,40.754597515576,-73.979538161979,New York,2021,A,,
810,40388784,2A,25,Avenue A,Manhattan,American,Cycle Inspection / Re-inspection,2019-07-23,A,7.0,40.722901937131,-73.985836157598,New York,2019,A,,
812,40388818,YAMA JAPANESE RESTAURANT,122,East 17 Street,Manhattan,Seafood,Cycle Inspection / Re-inspection,2022-01-26,A,7.0,40.736000175613,-73.987720563646,New York,2022,A,,
815,40388823,CHADWICKS,8822,3 Avenue,Brooklyn,American,Cycle Inspection / Re-inspection,2019-08-27,A,12.0,40.621835752312,-74.031735552736,Kings,2019,A,,
823,40388828,DALLAS BBQ,132,Second Avenue,Manhattan,Barbecue,Cycle Inspection / Re-inspection,2021-09-28,A,13.0,40.728674384957,-73.987599246192,New York,2021,A,,
831,40388901,EL CASTILLO DE JAGUA RESTAURANT,113,Rivington Street,Manhattan,Latin American,Cycle Inspection / Re-inspection,2023-01-26,A,12.0,40.719896643727,-73.987810123026,New York,2023,A,,
834,40389114,SACCO PIZZA,819,9 Avenue,Manhattan,Pizza,Cycle Inspection / Re-inspection,2022-03-01,A,13.0,40.766121103141,-73.987032688675,New York,2022,A,,
842,40389138,RIVOLI PIZZA RESTAURANT,176,7 Avenue South,Manhattan,Pizza,Cycle Inspection / Re-inspection,2022-03-18,A,9.0,40.735951417703,-74.001465015422,New York,2022,A,,
843,40389243,DA TOMMASSO,903,Eighth Avenue,Manhattan,Italian,Cycle Inspection / Re-inspection,2022-08-31,A,10.0,40.76455078286,-73.984462698478,New York,2022,A,,
845,40389356,TOMS RESTAURANT,2880,Broadway,Manhattan,American,Cycle Inspection / Re-inspection,2022-01-31,B,14.0,40.805490185201,-73.965720252196,New York,2022,,B,
854,40389455,TOWNHOUSE OF NY,236,East 58 Street,Manhattan,American,Cycle Inspection / Re-inspection,2019-08-22,B,23.0,40.760503792019,-73.966075591005,New York,2019,,B,
859,40389504,DALLAS BBQ,1265,3 Avenue,Manhattan,Barbecue,Cycle Inspection / Re-inspection,2019-10-01,C,33.0,40.770262268592,-73.960218338739,New York,2019,,,C
861,40389681,VILLA MONTE RESTAURANT PIZZERIA,7001,Amboy Road,Staten Island,Pizza,Cycle Inspection / Re-inspection,2019-07-23,A,8.0,40.515842237008,-74.233502136328,Richmond,2019,A,,
863,40389881,WHARF BAR AND GRILL,416,Beach 116 Street,Queens,American,Cycle Inspection / Re-inspection,2022-09-28,A,13.0,40.581635473579,-73.838231988773,Queens,2022,A,,
866,40390163,5 BURRO CAFE,72-05,Austin Street,Queens,Mexican,Cycle Inspection / Re-inspection,2022-03-07,A,4.0,40.719240013333,-73.842370022351,Queens,2022,A,,
867,40390266,VILLA BARONE MANOR,737,Throgs Neck Expressway,Bronx,American,Cycle Inspection / Re-inspection,2019-06-21,A,13.0,40.828831526872,-73.819178280094,Bronx,2019,A,,
870,40390409,THE FAMOUS JIMBOS HAMBURGER PALACE,1345,Amsterdam Avenue,Manhattan,Hamburgers,Cycle Inspection / Re-inspection,2021-08-12,A,7.0,40.813704645851,-73.956012441278,New York,2021,A,,
871,40390696,HAN BAT RESTAURANT,53,West 35 Street,Manhattan,Korean,Cycle Inspection / Re-inspection,2022-03-16,A,11.0,40.749869251359,-73.98589897606,New York,2022,A,,
874,40390729,DENNIS PLACE,1701,Pitkin Avenue,Brooklyn,American,Cycle Inspection / Re-inspection,2022-01-27,A,4.0,40.669742690506,-73.910362614196,Kings,2022,A,,
878,40390850,CAFE LUNA,1300,Hylan Boulevard,Staten Island,Italian,Cycle Inspection / Re-inspection,2019-06-13,A,10.0,40.596586329156,-74.085574258833,Richmond,2019,A,,
880,40390973,MIRACALI BAKERY II,7604,Roosevelt Avenue,Queens,Bakery Products/Desserts,Cycle Inspection / Re-inspection,2022-08-24,A,12.0,40.747039121901,-73.889408916451,Queens,2022,A,,
891,40391002,DANIELS BAGEL,569,Third Avenue,Manhattan,Bagels/Pretzels,Cycle Inspection / Re-inspection,2023-01-31,B,19.0,40.747940887003,-73.976490555005,New York,2023,,B,
895,40391060,LUKES BAR GRILL,1394,Third Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2019-06-06,B,16.0,40.774501809212,-73.957143252533,New York,2019,,B,
903,40391121,LAZZARAS PIZZA CAFE,221,West 38 Street,Manhattan,Pizza,Cycle Inspection / Re-inspection,2019-12-06,A,9.0,40.753866018844,-73.989612185526,New York,2019,A,,
908,40391259,SYBILS BAKERY,13217,Liberty Avenue,Queens,Caribbean,Cycle Inspection / Re-inspection,2019-09-30,A,13.0,40.69068738245,-73.813918243139,Queens,2019,A,,
911,40391272,LINA RESTAURANT,500,West 207 Street,Manhattan,Latin American,Cycle Inspection / Re-inspection,2019-09-13,A,13.0,40.864459392694,-73.918974987265,New York,2019,A,,
914,40391350,VACCAROS PIZZERIA TRATTORIA,88-02,Little Neck Parkway,Queens,Pizza,Cycle Inspection / Re-inspection,2023-01-24,A,9.0,40.72788991617,-73.71055695737,Queens,2023,A,,
918,40391531,TEA AND SYMPATHY,108,Greenwich Avenue,Manhattan,English,Cycle Inspection / Re-inspection,2020-02-24,A,12.0,40.73834758566,-74.002154299955,New York,2020,A,,
921,40391639,MCDONALDS,85,Bruckner Boulevard,Bronx,Hamburgers,Cycle Inspection / Re-inspection,2023-01-30,A,12.0,40.806135557598,-73.925797523693,Bronx,2023,A,,
924,40391695,ORSO,322,West 46 Street,Manhattan,Italian,Cycle Inspection / Re-inspection,2023-02-03,A,7.0,40.760145951846,-73.988802623239,New York,2023,A,,
929,40391699,H H MIDTOWN BAGELS EAST,1551,2 Avenue,Manhattan,Bagels/Pretzels,Cycle Inspection / Re-inspection,2019-10-29,B,18.0,40.7743607364,-73.954316320515,New York,2019,,B,
933,40391808,IHOP,254-02,Rockaway Boulevard,Queens,Pancakes/Waffles,Cycle Inspection / Re-inspection,2022-03-01,A,2.0,40.635568414362,-73.740110656517,Queens,2022,A,,
934,40391824,HILLSIDE SWIMMING CLUB,151,Signs Road,Staten Island,American,Cycle Inspection / Re-inspection,2018-09-06,A,0.0,40.602195568282,-74.168274901915,Richmond,2018,A,,
937,40391979,SUTTON CAFE RESTAURANT,1026,First Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2022-09-26,B,22.0,40.757774645641,-73.963293985156,New York,2022,,B,
942,40392140,SALVATORE AND LLOYDS PIZZA,3850,Richmond Avenue,Staten Island,Pizza,Cycle Inspection / Re-inspection,2019-06-05,A,2.0,40.544046273984,-74.165073192272,Richmond,2019,A,,
945,40392256,MCDONALDS,40-18,Main Street,Queens,Hamburgers,Cycle Inspection / Re-inspection,2021-11-12,A,5.0,40.759120201969,-73.829933789261,Queens,2021,A,,
949,40392313,CAFE BELLA VITA,1919,Hylan Boulevard,Staten Island,Italian,Cycle Inspection / Re-inspection,2022-03-04,A,7.0,40.582801559243,-74.096479254883,Richmond,2022,A,,
960,40392339,ABSOLUTE BAGELS,2788,Broadway,Manhattan,Bagels/Pretzels,Cycle Inspection / Re-inspection,2023-02-16,A,13.0,40.80253741452,-73.967712010611,New York,2023,A,,
963,40392384,B Q E CAFE BILLIARDS,70-02,34 Avenue,Queens,American,Cycle Inspection / Re-inspection,2022-11-30,A,13.0,40.752562292664,-73.896037248187,Queens,2022,A,,
966,40392410,DUNKIN,87-77,Parsons Boulevard,Queens,Donuts,Cycle Inspection / Re-inspection,2022-07-21,A,8.0,40.7073044511,-73.802538909868,Queens,2022,A,,
970,40392496,TARTINE,253,West 11 Street,Manhattan,French,Cycle Inspection / Re-inspection,2022-02-18,A,5.0,40.736214877103,-74.003294493571,New York,2022,A,,
975,40392724,JAIYA THAI ORIENTAL RESTAURANT,396,Third Avenue,Manhattan,Thai,Cycle Inspection / Re-inspection,2020-02-04,B,14.0,40.742103574857,-73.980768987859,New York,2020,,B,
983,40392766,BERGEN BEACH CAFE,7112,Avenue U,Brooklyn,American,Cycle Inspection / Re-inspection,2022-01-18,A,9.0,40.620078697405,-73.907043567603,Kings,2022,A,,
989,40392834,EL CANTINERO,86,University Place,Manhattan,Mexican,Cycle Inspection / Re-inspection,2022-02-28,A,12.0,40.733568764342,-73.993104571477,New York,2022,A,,
992,40392872,MOLLYS,287,3 Avenue,Manhattan,Irish,Cycle Inspection / Re-inspection,2022-03-02,A,13.0,40.738373862011,-73.983465650986,New York,2022,A,,
997,40392939,JACKSON HOUSE RESTAURANT,82-14,37 Avenue,Queens,American,Cycle Inspection / Re-inspection,2023-02-16,A,12.0,40.749753916182,-73.884073654202,Queens,2023,A,,
1000,40393044,SCALINATELLA RESTAURANT,201,East 61 Street,Manhattan,Italian,Cycle Inspection / Re-inspection,2023-01-08,C,32.0,40.762663693162,-73.965327244497,New York,2023,,,C
1010,40393093,RINCON SALVADORENO RESTAURANT,92-15,149 Street,Queens,Latin American,Cycle Inspection / Re-inspection,2022-08-22,A,9.0,40.701696341515,-73.80544083303,Queens,2022,A,,
1012,40393118,LA NUEVA VICTORIA RESTAURANT,2536,Broadway,Manhattan,Chinese/Cuban,Cycle Inspection / Re-inspection,2019-09-16,A,12.0,40.79387345055,-73.97233903102,New York,2019,A,,
1020,40393243,BUDDYS BURRITO TACO BAR,260,Court Street,Brooklyn,Tex-Mex,Cycle Inspection / Re-inspection,2022-02-28,A,12.0,40.685148360927,-73.994562675802,Kings,2022,A,,
1026,40393378,E J LUNCHEONETTE,1271,Third Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2022-04-05,A,12.0,40.770566858667,-73.959994317765,New York,2022,A,,
1028,40393395,COURT SQUARE DINER,45-30,23 Street,Queens,American,Cycle Inspection / Re-inspection,2022-03-04,A,12.0,40.74614903091,-73.945562340744,Queens,2022,A,,
1035,40393413,V S PIZZERIA OF SHEAPSHEAD BAY,1723,Emmons Avenue,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2022-03-03,A,9.0,40.583369830769,-73.951275749439,Kings,2022,A,,
1038,40393558,FITZGERALDS PUB,336,Third Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2019-03-07,A,9.0,40.739965655283,-73.982328535776,New York,2019,A,,
1040,40393563,GUN POST LANES SNACK BAR,1215,East Gun Hill Road,Bronx,American,Cycle Inspection / Re-inspection,2019-06-01,A,13.0,40.872819107014,-73.85208921574,Bronx,2019,A,,
1045,40393591,DON GIOVANNI RESTAURANT,214,10 Avenue,Manhattan,Italian,Cycle Inspection / Re-inspection,2023-02-21,A,9.0,40.747402494668,-74.004359714281,New York,2023,A,,
1050,40393688,EL MOLINO ROJO RESTAURANT,101,East 161 Street,Bronx,Latin American,Cycle Inspection / Re-inspection,2019-08-14,B,24.0,40.82734876626,-73.924386234665,Bronx,2019,,B,
1058,40393712,SHABU TATSU,216,East 10 Street,Manhattan,Japanese,Cycle Inspection / Re-inspection,2022-03-02,A,5.0,40.729286245464,-73.985690473386,New York,2022,A,,
1059,40393787,DUNKIN BASKIN ROBBINS,5615,Myrtle Avenue,Queens,Donuts,Cycle Inspection / Re-inspection,2020-02-04,A,4.0,40.700167637429,-73.905824280632,Queens,2020,A,,
1060,40393905,GRANDSTAND TAVERN,8535,Grand Avenue,Queens,Irish,Cycle Inspection / Re-inspection,2022-01-27,A,5.0,40.735667344671,-73.88096616528,Queens,2022,A,,
1068,40393977,TONYS PIZZA II,1107,Rutland Road,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2022-01-26,B,16.0,40.664731825529,-73.923219581854,Kings,2022,,B,
1071,40393985,MANETTAS RISTORANTE,1076,Jackson Avenue,Queens,Italian,Cycle Inspection / Re-inspection,2020-02-06,A,11.0,40.742877392198,-73.951974234496,Queens,2020,A,,
